Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
A2,Rio Limari,LIM-FF-056,SNGM-LMR-0119,Pozo 3 APR Los Nogales,275415,6597437,234,Subterranea,Pozo,Campana 4,Mixta,Salobre,-4.51,-6.77,-46.4,7.82,6.845937882,7.61,8.22,1664,1665,42.5,3.83,20.36,2.17,221,280,283,38,149,47,116,2.6,0.02,0.13,0.01,0.005,0.0025,0.038,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0,0.0025,0.001,0.001,0.028,0.008,0.051,0.5,0.0005,1.42,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.003,0.0025,0,0,1025,1082,185,34.68957654,4.514864104,Admisible,16.56003496,18.12606525,5.11217,5.04567,0.0665,7.435500773,3.867516972,0.002881429,0.138747572,0.00016684,0.000268601,0.001111852,0.000109214,0.00156011,3.694330413,3.622006723,5.82962909,7.982399233,0.612863686,0.07232369,0.006842826,0.006257509,102.8086476,1.275467214,0.632099684,0.000783913,0.520142098,0.359569542,16.41518934,0.452964667,0.235605992,0.311429341,0.42923,0.20404,17.50636,0.211027917,0.333000664,0.455971419,1.722471751,0.288387035,1.100200712,1.366192091,Mixta,mixta,-2.870227636,1.851381933,2.122446789,2019-067,8461-19,IE 048-19,30.73782414
D1,Rio Limari,LIM-FF-057,SNGM-LMR-0067,Colector Caleta El Toro,241631,6595865,23,Precipitacion,Lluvia,Campana 4,,,,0.23,-2.3,-4.2,-10.08768081,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 048-19,
D1,Rio Limari,LIM-FF-058,SNGM-LMR-0063,Mar en Caleta El Toro,241385,6596668,0,Superficial,Mar,Campana 4,Clorurada sodica,Muy salada,-2.03,-0.5,-0.6,3.35,1.300078233,8.19,8.03,51080,49600,71.1,5.8,14.98,0,141,2594,18555,1.5,558,1346,9213,300,0.2,0.96,0.01,0.005,0.0025,0.003,0.001,2.982,0.001,0.001,0.005,0.002,0.0015,0.025,0.005,0.0015,0,0.01,0.001,0.001,1.14,0.0015,0.018,34.74,0.11,7.46,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0032,0.0025,0,0,32636,34464,116,1136.883399,2.030306665,Admisible,556.6884854,579.7619136,408.41248,400.73945,7.67303,27.84570088,110.7591031,0.028814292,9.640181297,0.00016684,0.000268601,0.001111852,0.000109214,0.000550627,2.310873068,2.310873068,54.0073495,523.3689674,0.024191988,0,0.050531635,0.434771726,-99,0.515590955,0.765692039,0.000830717,3.977601553,0.219647124,547.0172826,0.050904609,0.202478252,0.746617139,0.84786,0.17535,579.68719,0.003986414,0.093166367,0.902847219,2.049430403,0.080684441,1.421315363,1.168611603,Clorurada,sodica,-114.9564887,82.28658138,48.13799043,2019-067,8462-19,IE 048-19,73.25901112
A3,Rio Limari,LIM-FF-059,SNGM-LMR-0160,Noria Hijuela 13 en quebrada Los Negros,263156,6582987,432,Subterranea,Noria,Campana 4,Clorurada mixta,Dulce mineralizada,-1.64,-5.31,-34.4,8.14,6.467035676,7.29,8.13,1481,1479,44.9,4.05,18.08,0,293,96,253,110,103,65,93,3.9,0.02,0.25,0.01,0.005,0.0025,0.012,0.001,0.03,0.001,0.001,0.005,0.002,0.0015,0.107,0.005,0.005,0,0.0025,0.001,0.001,0.213,0.034,0.013,2.08,0.0005,0.28,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.011,0.0025,0,0,868,916,240,30.964399,1.642412461,Admisible,15.21603748,15.72420386,4.14499,4.04524,0.09975,5.139977045,5.348693684,0.002881429,0.577189899,0.00016684,0.000268601,0.001111852,0.000364047,0.000397675,4.802027013,4.802027013,1.998729974,7.136208501,1.774079092,0,0.01315928,0.026031237,-99,2.571621536,0.566860828,0.003647769,1.040606531,0.419161253,14.63365714,0.351243506,0.365506287,0.283250207,0.466,0.31654,13.93697,0.344553269,0.143412135,0.512034597,1.683740664,0.124198552,1.019348469,1.27495959,Clorurada,mixta,-2.991222094,3.687913743,1.766439425,2019-067,8463-19,IE 048-19,27.64337733
A3,Rio Limari,LIM-FF-060,SNGM-LMR-0161,Noria Vieja Los Trigos,268407,6582715,417,Subterranea,Noria,Campana 4,Bicarbonatada mixta,Dulce mineralizada,-1.99,-5.21,-32,9.69,6.142107774,7.14,8.18,945,948,43,3.84,18.61,0,339,49,113,59,72,48,53,1.5,0.02,0.23,0.01,0.005,0.0025,0.006,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.116,0.005,0.0015,0,0.0025,0.001,0.001,0.153,0.051,0.015,1.5,0.0005,0.21,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.01,0.0025,0,0,562,594,278,21.05193606,1.993537079,Admisible,10.30775302,10.72709043,2.34372,2.30535,0.03837,3.592993662,3.949804567,0.002881429,0.416242716,0.00016684,0.000268601,0.001111852,0.000109214,0.000458856,5.555928864,5.555928864,1.020185091,3.187318422,0.951551513,0,0.012106538,0.018772527,-99,3.521903716,0.723288309,0.005889756,1.099307413,0.264674885,9.886513515,0.363423734,0.399514405,0.23706186,0.43682,0.34599,9.76343,0.569054883,0.104490414,0.326454703,1.47869991,0.090491353,0.884003489,1.12053577,Bicarbonatada,mixta,-0.843603136,0.966684274,1.187095479,2019-067,8464-19,IE 048-19,23.31813079
A1,Rio Limari,LIM-FF-061,SNGM-LMR-0126,Pozo 5 Mina Altos de Punitaqui en Rancho Tamaya,287501,6584191,274,Subterranea,Pozo,Campana 4,Mixta,Dulce mineralizada,-2.73,-5.7,-42,3.6,7.368729088,7.22,8.22,1180,1202,55.7,4.98,20.2,5.3,290,262,100,56,117,51,67,1.9,0.01,0.26,0.01,0.005,0.0025,0.024,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.057,0.006,0,0.01,0.001,0.001,0.135,0.014,0.024,1.32,0.0005,0.41,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.006,0.0025,0,0,804,849,247,27.50753027,2.729481175,Admisible,13.37143453,14.12185879,2.96291,2.91431,0.0486,5.838614701,4.196667352,0.001440715,0.36629359,0.00016684,0.003062047,0.001111852,0.000436856,0.000734169,4.929502615,4.752859501,5.45486722,2.820635771,0.903167538,0.176643114,0.013685651,0.016519824,33.05316896,1.070349555,1.033210526,0.005856773,0.718777924,-0.050439208,12.99818846,0.449186802,0.322865557,0.227947642,0.38938,0.27961,13.20501,0.373305606,0.413090867,0.213603527,1.520148961,0.357747185,0.977321018,1.297952762,Mixta,mixta,0.142270635,-0.172444667,1.301026185,2019-067,8465-19,IE 048-19,22.42089795
A1,Rio Limari,LIM-FF-062,SNGM-LMR-0070,Colector Cancha La Higuerita,285543,6583748,241,Precipitacion,Lluvia,Campana 4,,,,0.01,-8.9,-8.91,-1194.035833,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 048-19,
A1,Rio Limari,LIM-FF-063,SNGM-LMR-0166,Noria La Lucha Baja en El Higueral,283475,6590129,209,Subterranea,Noria,Campana 4,Mixta,Salobre,-0.29,-5.78,-44.6,1.67,7.710748518,7.39,8.23,1765,1763,55.2,4.86,19.57,4.3,403,204,259,99,187,79,80,5.7,0.01,0.06,0.01,0.005,0.0025,0.089,0.001,0.03,0.001,0.001,0.092,0.0005,0.0015,0.025,0.005,0.0015,0,0.0025,0.001,0.001,0.082,0.014,0.482,1.12,0.0005,0.77,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.01,0.0025,0,0,1116,1178,338,39.68549913,0.287261071,Admisible,19.78672068,19.90072726,3.62556,3.47977,0.14579,9.331802984,6.500720016,0.001440715,0.310794561,0.00016684,0.000268601,0.001111852,0.000109214,0.01474457,6.748150013,6.604835789,4.247301194,7.305446648,1.596671183,0.143314225,0.003158227,0.01401682,65.11428296,2.197113545,0.47632595,0.001918681,0.696619938,0.503718048,19.45808432,0.479584877,0.334088388,0.186326735,0.35337,0.28933,18.3009,0.368733276,0.232081575,0.39918515,1.615225937,0.20098854,0.95879673,1.337957278,Mixta,mixta,-3.679885325,4.980386018,1.236775717,2019-067,8466-19,IE 048-19,17.88343476
A1,Rio Limari,LIM-FF-064,SNGM-LMR-0124,Pozo Pimiento 1 en Vina Dalbosco,283745,6589451,205,Subterranea,Pozo,Campana 4,Bicarbonatada mixta,Dulce moderadamente mineralizada,-1.21,-6.34,-45.1,5.7,7.101456462,7.78,8.57,648,666,44.2,3.92,20.55,27,303,51,39,30,52,26,74,2.8,0.01,0.15,0.01,0.005,0.0025,0.012,0.001,0.03,0.001,0.001,0.005,0.001,0.0015,0.025,0.025,0.0015,0,0.011,0.001,0.001,0.067,0.033,0.019,1.03,0.0005,0.26,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.002,0.0025,0,0,450,475,292,16.84589137,1.21184327,Admisible,8.315395876,8.519407305,3.29041,3.21879,0.07161,2.594939867,2.139477474,0.001440715,0.285819998,0.00016684,0.001343003,0.001111852,0.000109214,0.000581217,5.865798736,4.96591872,1.061825299,1.100047951,0.483839752,0.899880016,0.007895568,0.012890469,2.883650955,2.443848221,2.926045884,0.011718097,0.82448056,-1.991147515,8.024823036,0.323364123,0.266607433,0.410028443,0.54333,0.23089,8.02767,0.730697361,0.132270638,0.137032,1.30316732,0.114549733,0.889665541,0.830755823,Bicarbonatada,mixta,2.190357744,-1.293326677,2.092061643,2019-067,8467-19,IE 048-19,40.11042691
A1,Rio Limari,LIM-FF-065,SNGM-LMR-0039,Estero Punitaqui en Camarico viejo,275020,6592880,146,Superficial,Estero,Campana 4,Mixta,Salobre,-3.32,-5.98,-45.2,2.6,7.564633626,7.91,8.24,1668,1653,66.2,6.45,14.93,6.3,371,239,262,1.5,93,64,164,3,0.01,0.14,0.01,0.005,0.0025,0.078,0.001,0.03,0.001,0.001,0.005,0.002,0.0015,0.025,0.005,0.026,0,0.006,0.001,0.001,0.069,0.004,0.01,1.31,0.0005,0.91,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.005,0.0025,0,0,1013,1070,314,36.18739836,3.32185327,Admisible,17.48632842,18.68798607,7.21027,7.13354,0.07673,4.640950147,5.266406089,0.001440715,0.363518638,0.00016684,0.000268601,0.001111852,0.001893043,0.000305904,6.29035433,6.080382327,4.97600483,7.390065721,0.024191988,0.209972004,0.007369197,0.016394674,22.10270924,0.932665925,0.965287264,0.002218475,1.134768942,0.024329842,17.11762282,0.271121183,0.307659898,0.421218919,0.57505,0.26644,18.65642,0.337168261,0.266718027,0.396113712,1.629472726,0.230984587,1.092025329,1.161870784,Mixta,mixta,-0.179799133,-1.14903092,3.205095579,2019-067,8468-19,IE 048-19,41.67363888
A2,Rio Limari,LIM-FF-066,SNGM-LMR-0110,Pozo 1 cabanas Fray Jorge en Oruro,260321,6608934,206,Subterranea,Pozo,Campana 4,Clorurada sodica,Dulce mineralizada,-2.93,-5.24,-31.2,10.69,5.959858793,7.4,8.3,1515,1552,55.2,5.01,20.5,9.7,320,62,330,16,90,30,185,2.8,0.01,0.1,0.01,0.005,0.0025,0.063,0.001,0.03,0.001,0.001,0.005,0.003,0.0015,0.025,0.044,0.009,0,0.0025,0.001,0.001,0.051,0.007,0.042,1.47,0.0005,0.78,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.007,0.0025,0,0,883,932,278,31.93882889,2.934134926,Admisible,15.49340283,16.43008092,8.11859,8.04698,0.07161,4.491242078,2.468627854,0.001440715,0.407917861,0.00016684,0.002363685,0.001111852,0.000655284,0.001284797,5.567824849,5.244534621,1.290846441,9.308098045,0.258047868,0.323290228,0.005263712,0.018397076,13.89229147,3.479300042,0.864513557,0.001976459,0.549653706,0.127792614,15.0784618,0.297858106,0.163718812,0.538423081,0.62028,0.14178,16.16677,0.34439935,0.079845665,0.575754986,1.715677818,0.069148374,1.147011866,1.054106695,Clorurada,sodica,-1.189506182,0.42448887,4.313672733,2019-067,8469-19,IE 052-19,53.36735972
B4,Rio Limari,LIM-FF-067,SNGM-LMR-0096,Vertiente Quebrada Talhuen,278207,6632179,510,Vertiente,Vertiente,Campana 4,Bicarbonatada mixta,Dulce moderadamente mineralizada,-1.57,-5.92,-37.8,9.55,6.386065267,7.76,8.85,644,617,39,3.83,12.33,43,325,14,44,5.6,29,40,74,0.02,0.01,0.11,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.002,0.0015,0.025,0.02,0.004,0,0.0025,0.001,0.001,0.058,0.008,0.013,0.6,0.0005,0.1,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,410,433,337,16.52296293,1.570035865,Admisible,8.128963931,8.388290753,3.2193,3.21879,0.00051,1.447178003,3.291503806,0.001440715,0.166497086,0.00016684,0.001074402,0.001111852,0.000291237,0.000397675,6.759622722,5.326480475,0.291481454,1.241079739,0.090316754,1.433142248,0.005790083,0.007509011,1.009793693,4.964905933,2.59354067,0.006050385,2.27442913,-1.593952839,7.957984122,0.181852336,0.41361025,0.404537414,0.61134,0.3582,8.29218,0.815180029,0.035151349,0.149668622,1.267244297,0.030441962,0.844678692,0.762347058,Bicarbonatada,mixta,1.978222574,-0.879280121,2.09112008,2019-067,8470-19,IE 052-19,40.4473134
B4,Rio Limari,LIM-FF-068,SNGM-LMR-0164,Noria Los Corrales de Talhuen,280850,6626226,358,Subterranea,Noria,Campana 4,Bicarbonatada mixta,Dulce mineralizada,2.2,-4.98,-35.1,4.7,7.056847483,7.33,8.27,920,863,28.8,2.36,22.29,2.9,287,91,70,58,72,33,81,1.3,0.01,0.2,0.01,0.005,0.0025,0.02,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0,0.0025,0.001,0.001,0.039,0.016,0.013,0.65,0.002,0.25,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.0025,0,0,551,582,240,19.67075904,2.204512042,Admisible,10.04887181,9.615371207,3.55652,3.52327,0.03325,3.592993662,2.71549064,0.001440715,0.180371843,0.00016684,0.000268601,0.001111852,0.000109214,0.000397675,4.800345768,4.703691988,1.894629454,1.97444504,0.935423521,0.096653779,0.010527424,0.008134762,37.17385581,1.896409693,1.78443609,0.004120024,0.755773846,-0.801276155,9.865005072,0.364216099,0.275265002,0.360518899,0.49815,0.23839,8.66942,0.553710124,0.218541655,0.227748221,1.437019048,0.189262625,0.953404388,1.026907789,Bicarbonatada,mixta,1.58207573,-0.289837141,1.983802952,2019-068,8471-19,IE 052-19,35.71484213
B4,Rio Limari,LIM-FF-069,SNGM-LMR-0095,Vertiente Quebrada Tamaya,277195,6625341,394,Vertiente,Vertiente,Campana 4,Bicarbonatada magnesica,Dulce moderadamente mineralizada,-0.88,-5.41,-32.8,10.44,6.069388385,7.22,8.97,625,549,40.4,3.48,16.29,24,279,25,45,4.7,13,44,61,1.1,0.01,0.19,0.01,0.005,0.0025,0.009,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.044,0.1,0,0.0025,0.001,0.001,0.024,0.011,0.011,0.57,0.0024,0.16,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0012,0.0025,0,0,354,374,268,14.36819143,0.879201659,Admisible,7.121723872,7.248063279,2.68146,2.65333,0.02813,0.648734967,3.620654186,0.001440715,0.158172232,0.00016684,0.002363685,0.001111852,0.007280935,0.000336494,5.372471971,4.572578623,0.520502597,1.269286097,0.075801561,0.799893348,0.010001053,0.00713356,0.811026831,1.246362593,2.090409357,0.005620136,5.581099172,-1.112574912,6.950851118,0.093331731,0.520893647,0.385774622,0.64622,0.45111,7.16226,0.750108412,0.072672948,0.17721864,1.313555114,0.062936619,0.867833105,0.834949785,Bicarbonatada,magnesica,1.412175868,-0.823692067,1.816029882,2019-068,8472-19,IE 052-19,38.17269984
B2,Rio Limari,LIM-FF-070,SNGM-LMR-0168,Noria 1 Piedras Lisas en quebrada Agua de los Palquis,289379,6620950,446,Subterranea,Noria,Campana 4,Bicarbonatada magnesica,Dulce mineralizada,-1.2,-6.79,-48,6.31,7.069846676,7.13,8.65,1048,894,35.8,3.39,14.86,15,336,100,84,16,29,68,74,0.12,0.01,0.17,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.065,0.005,0.121,0,0.0025,0.001,0.001,0.036,0.008,0.015,0.7,0.0005,0.16,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.0025,0,0,551,582,300,21.19451304,1.198036691,Admisible,10.47109786,10.72503531,3.22186,3.21879,0.00307,1.447178003,5.59555647,0.001440715,0.194246601,0.00016684,0.000268601,0.001111852,0.008809931,0.000458856,6.006694695,5.506761352,2.082010389,2.369334048,0.258047868,0.499933342,0.00894831,0.008760513,2.89474192,0.695086831,1.358521303,0.003697458,3.866529521,-0.359816693,10.26459446,0.140987353,0.545131762,0.313880885,0.58645,0.4721,10.45804,0.574361467,0.199082291,0.226556242,1.426097388,0.172410321,0.919759709,1.049412907,Bicarbonatada,magnesica,0.852525941,-0.546037269,1.715288156,2019-068,8473-19,IE 052-19,31.35818751
B2,Rio Limari,LIM-FF-071,SNGM-LMR-0179,Pique 1 Piedras Lisas en quebrada Agua de los Palquis,289482,6620957,474,Subterranea,Pique,Campana 4,Sulfatada sodica,Salobre,-0.84,-7.51,-52,8.05,6.92796908,7.45,7.86,2096,1999,55.1,4.89,20.59,0,235,912,91,5,135,61,301,0.88,0.02,0.15,0.01,0.005,0.026,0.005,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.009,0,0.0025,0.001,0.001,0.024,0.008,0.016,0.69,0.0019,1.32,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,1622,1713,192,50.57125906,0.839570063,Admisible,25.07017634,25.49470394,13.11516,13.09265,0.02251,6.736863117,5.019543304,0.002881429,0.191471649,0.001735138,0.000268601,0.001111852,0.000655284,0.000489446,3.851455113,3.851455113,18.98793475,2.566778552,0.080639959,0,0.007895568,0.008635362,-99,0.354797044,5.100809717,0.00336428,0.745086135,-4.109578508,24.87156294,0.270866094,0.201818571,0.527315334,0.62822,0.17478,25.40617,0.151595276,0.747374985,0.101029739,1.574717231,0.647245724,1.237860029,1.230699513,Sulfatada,sodica,10.54837797,-11.08298344,5.400142578,2019-068,8474-19,IE 052-19,52.64103831
B1,Rio Hurtado,LIM-FF-072,SNGM-LMR-0082,Colector El Bolsico,348933,6635940,1865,Precipitacion,Lluvia,Campana 4,,,,-10.41,-67.4,15.85,6.477883912,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
B1,Rio Hurtado,LIM-FF-073,SNGM-LMR-0176,Noria APR Las Breas,346549,6636831,1684.29,Subterranea,Noria,Campana 4,Mixta calcica,Dulce moderadamente mineralizada,4.96,-13.59,-95.9,12.78,7.059619033,6.8,7.67,370,359,19.7,1.54,16.3,0,100,85,7,6.4,51,13,9.3,1.6,0.02,0.07,0.01,0.005,0.0025,0.006,0.001,0.03,0.001,0.001,0.005,0.002,0.0015,0.09,0.005,0.0015,0,0.0025,0.001,0.001,0.015,0.0015,0.079,0.12,0.0005,0.22,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,222,235,82,7.811314669,4.959425689,Admisible,4.100476424,3.71297415,0.44545,0.40452,0.04092,2.545037178,1.069738737,0.002881429,0.033299417,0.00016684,0.000268601,0.001111852,0.000109214,0.002416641,1.638917069,1.638917069,1.769708831,0.197444504,0.103219147,0,0.003684598,0.001501802,-99,1.438110684,2.048796992,0.007606199,0.420323423,-1.25605933,4.06022243,0.626822107,0.263468013,0.10970988,0.24144,0.22817,3.60607,0.454488373,0.490758258,0.054753369,1.400132498,0.425009119,0.877610754,1.330043329,Mixta,calcica,0.248002011,0.206150014,0.300897296,2019-068,8475-19,IE 052-19,9.963092243
B1,Rio Hurtado,LIM-FF-074,SNGM-LMR-0020,Rio Hurtado en Las Breas,345261,6638469,1609,Superficial,Rio,Campana 4,Sulfatada calcica,Dulce moderadamente mineralizada,3.67,-14.3,-104.7,9.71,7.32113308,8.01,8.19,334,337,16.4,1.49,9.6,0,51,110,8.2,1.5,50,8.3,9,0.78,0.02,0.14,0.03,0.005,0.0025,0.006,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.023,0,0.0025,0.001,0.001,0.014,0.0015,0.074,0.17,0.0014,0.19,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,213,224,41,7.031077,3.669357603,Admisible,3.647088486,3.388912451,0.41142,0.39147,0.01995,2.495134488,0.68298704,0.002881429,0.047174174,0.00016684,0.000268601,0.003113187,0.001674615,0.002263689,0.835847705,0.835847705,2.290211428,0.231292133,0.024191988,0,0.007369197,0.002127553,-99,1.089477791,1.692554557,0.009198554,0.273727546,-0.778808548,3.589545951,0.695111449,0.190271151,0.1146174,0.20975,0.16478,3.35735,0.248960457,0.682148291,0.068891252,1.509965398,0.590757749,0.982828472,1.503785688,Sulfatada,calcica,0.18013229,0.052062394,0.310551253,2019-068,8476-19,IE 052-19,10.90596302
B1,Rio Hurtado,LIM-FF-075,SNGM-LMR-0080,Colector Reten Hurtado,339457,6649246,1213,Precipitacion,Lluvia,Campana 4,,,,-7.19,-48.7,8.8,6.775915665,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
B1,Rio Hurtado,LIM-FF-076,SNGM-LMR-0077,Colector APR Fundina,323000,6637649,772,Precipitacion,Lluvia,Campana 4,,,,-5.63,-35.7,9.37,6.335364065,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
A2,Rio Hurtado,LIM-FF-077,SNGM-LMR-0073,Colector embalse Recoleta en Club de Caza y Tiro de Limari,299518,6624409,399,Precipitacion,Lluvia,Campana 4,,,,-0.8,-14.5,-8.07,18.10078656,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
C1,Rio Hurtado,LIM-FF-078,SNGM-LMR-0052,Embalse Recoleta en caleta sur,299783,6624739,389.156708,Superficial,Embalse,Campana 4,Mixta calcica,Dulce moderadamente mineralizada,1.07,-8.13,-66.8,-1.72,8.211637275,8.5,8.4,518,534,20.6,1.84,16.44,13,150,122,18,1.5,73,17,22,2.1,0.01,0.16,0.01,0.005,0.0025,0.069,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.009,0,0.0025,0.001,0.001,0.009,0.0015,0.013,0.16,0.0005,0.33,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.0025,0,0,341,360,144,12.07274444,1.067203118,Admisible,6.100874646,5.972032207,1.01065,0.95694,0.05371,3.642896352,1.398889117,0.001440715,0.044399223,0.00016684,0.000268601,0.001111852,0.000655284,0.000397675,2.891651167,2.458375604,2.540052675,0.507714439,0.024191988,0.433275563,0.008421939,0.002002403,8.407804781,1.43418142,1.884795322,0.003943955,0.384004644,-0.990585473,6.052434456,0.601889435,0.231128338,0.166982227,0.28255,0.20016,5.93942,0.48685764,0.427660177,0.085482183,1.399312271,0.370364578,0.890062294,1.252411413,Mixta,calcica,0.502934547,0.043357191,0.602707403,2019-068,8477-19,IE 052-19,15.81079161
A1,Rio Grande Bajo,LIM-FF-079,SNGM-LMR-0071,Colector Planta AdV Sotaqui,296379,6609042,275,Precipitacion,Lluvia,Campana 4,,,,-0.7,-19.4,-13.78,27.60405854,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
B1,Rio Grande Medio,LIM-FF-080,SNGM-LMR-0084,Colector Bocatoma Los Molles,364153,6597677,2529,Precipitacion,Lluvia,Campana 4,,,,-8.53,-54.8,13.42,6.426683357,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,IE 052-19,
